slug,question,category,clarity,clarity_reasons,mid,best_ask,best_bid,spread,volume,liquidity_clob,hours_to_close,event_sub_count,resolution_source,end_date,market_id,condition_id,yes_token,no_token,yes_outcome,no_outcome,rank_score
will-a-claude-mythos-model-be-released-by-june-30-2026-684,"Will a Claude Mythos model be released by June 30, 2026?",other,2,has description; uses 'official',0.225,0.23,0.22,0.01,46855,23143,209.6,2,,2026-04-30T00:00:00Z,1744124,0xcfd48c874ae1760c1ec3c87a8c46c221af6a4f2be3b56618ba261bef4c92e768,93852038758452969176074003036702843438676006876443140030859452373731145482196,76970635477754667424100018456526912429407340442732994368256135514445190473532,Yes,No,4.9371
will-a-us-anti-cartel-operation-outside-of-the-united-states-occur-by-april-30-2026-822-284-191,"Will a U.S. anti-cartel operation outside of the United States occur by April 30, 2026?",other,2,has description; uses 'official',0.07,0.08,0.06,0.02,44882,28891,209.6,2,,2026-04-30T00:00:00Z,1608448,0x9ec068d68055cc7e14d82b67da6f8069423ce64d4cd3549aeb50116156a622f0,108615985167451045197781101977391757333251129632219335729531996334265284371112,102259214351098697970169345545116718514059085812691353836602737527136598453397,Yes,No,4.89764
will-bryan-johnson-have-sex-again-this-month,Will Bryan Johnson have sex again this month?,other,2,has description; uses 'official',0.685,0.69,0.68,0.01,44326,6082,209.6,1,,2026-04-30T00:00:00Z,1931059,0xc2e31a1e4e2bcfd366769c2f07bbdecd6a181a61c2113e4bb48cefbe4e0b9b64,41007054421817273498741260096741107652882879151251478340427163412693088979519,57238836530108544571908855327197284892871532461584804158760591044721916672120,Yes,No,4.88652
krg-declares-independence-from-iraq,KRG declares independence from Iraq by April 30?,other,2,has description; uses 'official',0.011,0.014,0.008,0.006,44163,14038,209.6,1,,2026-04-30T00:00:00Z,1515390,0xac87d3a804594eb6b89f5069ccf2f12b6df81aa64e3489925e000cd213674e22,109728283560354782006392876112328830312276491192757904724222125711160313346940,100505859012530996562776610608057366716412692520699418320178654356672757036487,Yes,No,4.88326
will-project-hail-mary-be-the-march-film-with-the-highest-domestic-gross-on-april-30,Will Project Hail Mary be the March film with the highest domestic gross on April 30?,other,2,has description; negRisk format,0.996,0.998,0.994,0.004,35458,10313,209.6,2,,2026-04-30T00:00:00Z,1390070,0xe78936b868c482e6fb472fa25b9a18be3801c89843dbd885f6eb07b960f70fbf,20651346066796318934691511304043785756898173158197227007125473736991399985116,91153563978149609233093687088349594840715780908677560516872335169072793429063,Yes,No,4.70916
iran-removed-from-fifa-world-cup-by-april-30,Iran removed from FIFA World Cup by April 30?,other,2,has description; uses 'official',0.0335,0.043,0.024,0.019,31635,8330,209.6,1,,2026-04-30T00:00:00Z,1707519,0x0b6425132f3834b7ded2a8fb83eb8a24a60574735ab6ed5b57597650adcc071c,69659943619379083497407816236934324561420449509332854133438624028612467192792,79986262607800804084450211761506591059741937707079878894237511228869839078115,Yes,No,4.6327
will-anthropic-have-the-3-ai-model-at-the-end-of-april-2026-style-control-on,Will Anthropic have the #3 AI model at the end of April 2026 (Style Control On)?,other,2,has description; negRisk format,0.705,0.72,0.69,0.03,28669,7860,209.6,1,,2026-04-30T00:00:00Z,1664434,0x9a9f2e581438d70aa64dc664e35d1cc5332c1801cab295c64de719d9feebdd21,104089488239168850519731897210785516881791743723696517593781917938439466913526,9564996165066001038554159636546733476471599669705100943603094291414415884336,Yes,No,4.57338
will-the-weeknd-have-the-second-greatest-number-of-monthly-spotify-listeners-this-month-518,Will The Weeknd have the second-greatest number of monthly Spotify listeners this month?,other,2,has description; negRisk format,0.017,0.022,0.012,0.01,28222,4881,209.6,1,,2026-04-30T00:00:00Z,1705095,0x352a6e088b0c187d78d1948d10b1304eda0e6c24c1fc737696053454d052b0a0,109996114086456072852894085606963502143039144330188220469814304778912755642697,1129447074533683554725264325210381006970148737723636967574515796373054100595,Yes,No,4.56444
another-eu-country-restricts-us-military-aircraft-by-april-30,Another EU country restricts U.S. military aircraft by April 30?,other,2,has description; uses 'official',0.075,0.09,0.06,0.03,27798,22485,209.6,1,,2026-04-30T00:00:00Z,1895465,0x282e1e7ae271cd848896e37834afb93ff5ca81ef374882868f91a85b17b47801,106145623994138214814243374672311977948395255808151699958418419397269794752103,66442042213513575811506596361364065366518953236097091091812900883254710025181,Yes,No,4.55596
us-evacuates-baghdad-embassy-by-april-30,U.S. evacuates Baghdad Embassy by April 30?,other,2,has description; uses 'official',0.033,0.035,0.031,0.004,27100,14115,209.6,1,,2026-04-30T00:00:00Z,1707839,0xddcea0543acff85d8371c70d4b3d86e23ed77823d48fbf7e44a5f9800a86bf70,109670782853247567382206900633056215535234032417090366885590601472671582647172,96298274723311048311475819088973890664469997276346426334479395222994746900662,Yes,No,4.542
will-houthi-military-action-against-saudi-arabia-occur-by-april-30-2026,"Will Houthi military action against Saudi Arabia occur by April 30, 2026?",other,2,has description; uses 'official',0.0665,0.077,0.056,0.021,26120,9692,209.6,1,,2026-04-30T00:00:00Z,1707585,0xb40f6e098f6835ac09aca81187fcc48c4d38db052815d0c6d0969b998ceaabcf,63363348836550098838520315358106201238617714822892534283498417911485186076708,75427949385122153820818644445876366117435246812488972992040057179975087148937,Yes,No,4.5224
will-spacex-have-exactly-14-launches-in-april,Will SpaceX have exactly 14 launches in April?,other,2,has description; negRisk format,0.0035,0.005,0.002,0.003,23421,2632,209.6,3,,2026-04-30T00:00:00Z,1707222,0xe60cdb39032ab11fac2fe2cb210cb209f1c04868ac0183c96ba64fce21a4c4d6,41079535901151950813170512913478650118186651970305217302361854141964367069431,25450500550092195166887769860186573661897750919408762081240551255730234769225,Yes,No,4.46842
houthi-military-action-against-israel-by-april-30-2026-657,"Houthi military action against Israel by April 30, 2026?",other,2,has description; uses 'official',0.125,0.13,0.12,0.01,19612,20239,215.6,1,,2026-04-30T06:00:00Z,1919596,0xd9f9def6bb8024aed77a5197182408dbc673573a49774fea70509cdb0467cd31,8778776458657773227043106544208861689577582831012259966437719320601646036329,38739013249652477114369027461855860991853439210753545213826393444317479132489,Yes,No,4.39224
will-the-criminal-investigation-into-jerome-powell-be-dropped-by-april-30-918,Will the criminal investigation into Jerome Powell be dropped by April 30?,other,2,has description; uses 'official',0.19,0.2,0.18,0.02,19607,4813,209.6,1,,2026-04-30T00:00:00Z,1719240,0xe6770972b8d072a4064980d7105180ed7977361c47570529fd582e6dd3041277,51403696226678951197581898561863796846994016290127405301714285241600263355827,1813882188304265315425412402566836914337100009787276056256788796342030799940,Yes,No,4.39214
will-anthropic-have-the-2-ai-model-at-the-end-of-april-2026-style-control-on,Will Anthropic have the #2 AI model at the end of April 2026 (Style Control On)?,other,2,has description; negRisk format,0.85,0.86,0.84,0.02,19188,6772,209.6,1,,2026-04-30T00:00:00Z,1664380,0xcca580046966603042bf8495f9d8c59c2e6c42156144e252f935567b3e53d03c,69999801295695100141562220570675645957507480301365400573695110098924514313503,21171332042091755496730534528745131752545084494244656139777522397936393849834,Yes,No,4.38376
masoud-pezeshkian-out-by-april-30-427,Masoud Pezeshkian out by April 30?,other,2,has description; uses 'official',0.0125,0.016,0.009,0.007,17607,10031,209.6,3,,2026-04-30T00:00:00Z,1707560,0x8fb6936ae7f5ee15170825aad109c9939f89bcd9922aa16cb1fb73e034259881,87575801720520926599995631498808596136954873622850047826945249725973383283544,34769298589684763397144825542976363994160847794310451401738375064831859129287,Yes,No,4.35214
will-anthropic-provide-mythos-to-the-us-government-by-april-30-2026,"Will Anthropic provide Mythos to the US government by April 30, 2026?",other,2,has description; uses 'official',0.195,0.21,0.18,0.03,17199,19201,209.6,1,,2026-04-30T00:00:00Z,2008448,0xbeb0f6a30678fc03706bf563c2edbc6cb6f88877bfe77648184373c03e25e323,97323631179899365254608999804902176722413207396351905170913447124316617678395,89715107865804817695686210962064764787092309183657482063441348233549083278810,Yes,No,4.34398
joe-kent-charged-by-april-30,Joe Kent charged by April 30?,other,2,has description; uses 'official',0.022,0.024,0.02,0.004,17111,5280,209.6,1,,2026-04-30T00:00:00Z,1651588,0xc86c5273f31102ed867a2a3171acb80e45111a8c409dd61c03a3681dcc8eeb4e,77911935745558481716563745338589187491934507682283915358136317881828233842698,99993027862590291371535736773899758951396811197038697622370384156427874947734,Yes,No,4.34222
critical-discord-incident-by-april-30,Critical Discord Incident by April 30?,other,2,has description; uses 'official',0.165,0.18,0.15,0.03,17074,3169,209.6,1,,2026-04-30T00:00:00Z,1746632,0xc2da2caaecce5f9a0ca24133dceab27421e68a95a8c1fb7c656909e05cf749f4,8605471349161040870803226934310712900697960072257113905939628795978629011769,78029809117469069210145887289641482875098273730225002811618769330423517239144,Yes,No,4.34148
will-spacex-have-exactly-16-launches-in-april,Will SpaceX have exactly 16 launches in April?,other,2,has description; negRisk format,0.004,0.006,0.002,0.004,16457,3066,209.6,3,,2026-04-30T00:00:00Z,1707224,0x328d4deb2696a72d4acf38bd030df0012a199afdd21ed7e86337de1f0ccad63e,98598590326845159235037983626734150526938491541384032103770608148170257573969,72572597983558901947941206821708715911710562025109492678751098423044033399633,Yes,No,4.32914
us-evacuates-beirut-embassy-by-april-30,U.S. evacuates Beirut Embassy by April 30?,other,2,has description; uses 'official',0.0085,0.012,0.005,0.007,15859,8757,209.6,1,,2026-04-30T00:00:00Z,1707324,0x2fdc9378687811c1d2cea4a34b7fde554fae02eed16f21ee54fd1a5abdc99c11,60784714861549841542915815972657659375112616313264807188054172675310454230168,39083788455093609599636773401898597614043265475072228808837297605098922712804,Yes,No,4.3171800000000005
pakistan-x-afghanistan-ceasefire-by-april-30,Pakistan x Afghanistan ceasefire by April 30?,other,2,has description; uses 'official',0.24,0.25,0.23,0.02,15584,17488,209.6,1,,2026-04-30T00:00:00Z,1796268,0x277de6ef2ebb912f62b2f80976ef22beee198096b035be0afd8d572b52ccdca0,107300965795443276746845044168031876046021325118046707840768210688896393432926,1556243624895041357918643798258259801390318325189269580504710931859437775452,Yes,No,4.31168
will-drake-officially-release-iceman-by-may-31-2026,"Will Drake officially release Iceman by May 31, 2026?",other,2,has description; uses 'official',0.83,0.84,0.82,0.02,15265,5976,209.6,2,,2026-04-30T00:00:00Z,1909608,0x9b2492bc9651044a3ef44aec558b6530b42e1de27a8290e0b09a9d4383e38f5f,70252343275682720249295842588216084666586765517120390647153671914264833176993,11879725959509431825819859018577036127792306561865738150429413789819231313392,Yes,No,4.3053
will-claude-go-down-12-times-in-april,Will Claude go down 12+ times in April?,other,2,has description; negRisk format,0.84,0.85,0.83,0.02,15211,3614,209.6,1,,2026-04-30T00:00:00Z,1696311,0x996fa73f28b71dc3b8395b0e7b370e485d0b5e53897408a5457f6eba67c37fd8,32900894273868345969956383449944066181769466822792093015927960932717247208298,30720415602148842636619178712243490707567102067022659550226253954564415459432,Yes,No,4.30422
will-hong-kong-have-less-than-130mm-of-precipitation-in-april,Will Hong Kong have less than 130mm of precipitation in April?,other,2,has description; negRisk format,0.235,0.25,0.22,0.03,14816,2108,209.6,1,,2026-04-30T00:00:00Z,1706968,0x36a3677ebcd81bda6278fb1db323b1d366feffaacd3c00f1fbdf2ab20d69971e,98906062461510535586631381531077085231989661123259004829185140185577608818147,49450174885174993934224640542155260149878605860285530906618318790024342895781,Yes,No,4.29632
ukraine-hits-moscow-by-april-30-2026,"Ukraine hits Moscow by April 30, 2026?",other,2,has description; uses 'official',0.055,0.06,0.05,0.01,13830,22988,209.6,1,,2026-04-30T00:00:00Z,1704745,0x1d141d79bfb7ec1d19b88ff144f1b5410a40618e052e4073f1b143cb5a341aff,32817312320195633766908891352179246093417055388775892454832967417691271881243,37732652516569823155957201138904199314924981575653201844684773692466118816490,Yes,No,4.2766
will-a-us-anti-cartel-operation-outside-of-the-united-states-occur-by-june-30-2026-196,"Will a U.S. anti-cartel operation outside of the United States occur by June 30, 2026?",other,2,has description; uses 'official',0.375,0.39,0.36,0.03,13694,19422,209.6,2,,2026-04-30T00:00:00Z,1609209,0x4f21610e58bba3a65e0f76c0446c5769d1f904600ddacee9664d4cf9e5242f20,47662354638444512780397519563269480004178306288150935654675495626441167086673,64824057867715301726950543847133923753074679371224445911770747215609641058205,Yes,No,4.27388
will-nyc-have-between-4-and-5-inches-of-precipitation-in-april,Will NYC have between 4 and 5 inches of precipitation in April?,other,2,has description; negRisk format,0.0245,0.039,0.01,0.029,13151,1442,209.6,3,,2026-04-30T00:00:00Z,1706750,0x4e29139049fee7f3987185989a65210e77370adedcbd3e07c0de1da0f5354da6,38679765460776857702389947054377992633599597542595771560869429379299521731835,105656987984677964230731072321424231536235516751704140113736195118968068721879,Yes,No,4.26302
us-bank-failure-by-april-30,US bank failure by April 30?,other,2,has description; uses 'official',0.06,0.07,0.05,0.02,12302,4395,209.6,1,,2026-04-30T00:00:00Z,1696370,0xa4445072db8e3d2a0511ec2efda330560747ded4db4855b6ab13b2e94a6b4bc0,64437455657153465506386077346002709093658555555570051467491493051672843312710,58810786777321513363846414454861640178757050190343488335593487513532279799315,Yes,No,4.24604
x-money-released-by-april-30-2026,"X Money released by April 30, 2026?",other,2,has description; uses 'official',0.14,0.15,0.13,0.02,10853,5162,209.6,1,,2026-04-30T00:00:00Z,1554859,0x433277445e4cf137ad03a46341d1ac2ae2036a8161be0e20728d5e5eb6b46ef5,42493321689621099360906737914162113488882753883876585200537586713449043363370,10904212502115927986641394106192588542911539939134687903455628100114822547426,Yes,No,4.21706
another-iranian-diplomat-expelled-by-april-30,Another Iranian diplomat expelled by April 30?,other,2,has description; uses 'official',0.055,0.06,0.05,0.01,10049,23067,209.6,1,,2026-04-30T00:00:00Z,1896356,0xf27794e12b7d1ee3055a2d3f969b8c70d8ea4de0edb7d0516df67f05178e4617,28816438162011704777016218721572815442111730637943494622003941316419021062180,67106292970884535881327556463380421579490566729298412232969326963415494928342,Yes,No,4.20098
will-casey-putsch-win-the-2026-ohio-governor-republican-primary-election,Will Casey Putsch win the 2026 Ohio Governor Republican primary election?,politics_macro,3,has description; uses 'official'; negRisk format,0.0175,0.018,0.017,0.001,827521,22279,329.6,3,,2026-05-05T00:00:00Z,836184,0x34fcbccbeaf57becfe5b45c9e1713876e288eb2c8d0f32d57d0c078cea92b6e0,71181096784302092394063422390973062576740476218119599422877294224969641644028,113549958014357773928198459571755120010952176685034047744881394980327733041629,Yes,No,11.0
will-the-fed-decide-differently-in-the-next-three-decisions-janmarapr,Will the Fed decide differently in the next three decisions (Jan–Mar–Apr)?,politics_macro,3,has description; uses 'official'; negRisk format,0.0035,0.004,0.003,0.001,278341,36090,185.6,3,,2026-04-29T00:00:00Z,950069,0x951fda6a6baf97f16d903534095b84dfb20ea35cdd9a35e6854f18f47d6ec69a,87110780312285474621239667044237697542604250455560114346256685967576937445146,15438042209178408779708728106543904572946743482804582736282559229100692250203,Yes,No,11.0
will-the-fed-pausepausecut-in-the-next-three-decisions-janmarapr,Will the Fed Pause–Pause–Cut in the next three decisions (Jan–Mar–Apr)?,politics_macro,3,has description; uses 'official'; negRisk format,0.005,0.006,0.004,0.002,239119,35212,185.6,3,,2026-04-29T00:00:00Z,950066,0x337f46c571cdf4b891a7faed065a053fcf012481189a7dd7ebad20777e05a4a1,10415913868318940315056545475025000113944334708667621467297483848757215733077,71371411947539101450189598022677194035541998156920012209149395779093212665686,Yes,No,10.78238
will-the-bank-of-brazil-increase-the-selic-rate-after-april-2026-meeting,Will the Bank of Brazil increase the Selic rate after April 2026 meeting?,politics_macro,3,has description; uses 'official'; negRisk format,0.0035,0.005,0.002,0.003,162422,13175,161.6,3,,2026-04-28T00:00:00Z,1288108,0x42f54363694f82ef6e4de7831203dfd4b1cbd84d6dfdb6fa43496d0437f96304,108148467691718120599174458857120531472613262508909140491064019334982518602170,5142995875706954663752746871512163313683716603289381030654403043571284491864,Yes,No,9.24844
will-vivek-ramaswamy-win-the-2026-ohio-governor-republican-primary-election,Will Vivek Ramaswamy win the 2026 Ohio Governor Republican primary election?,politics_macro,3,has description; uses 'official'; negRisk format,0.9795,0.983,0.976,0.007,147179,17594,329.6,3,,2026-05-05T00:00:00Z,836181,0x939bf902c7ba884c1310f19b6be20576f823952460f6367c9f10c08cd449ee60,65810859655309582755212062067531852611317794995696970354178242698607334730489,34875670210661622095771811331537935819082439809730959869100318801849752822457,Yes,No,8.94358
will-the-fed-pausepausepause-in-the-next-three-decisions-janmarapr,Will the Fed Pause–Pause–Pause in the next three decisions (Jan–Mar–Apr)?,politics_macro,3,has description; uses 'official'; negRisk format,0.9925,0.993,0.992,0.001,100632,59265,185.6,3,,2026-04-29T00:00:00Z,950065,0x0248586d93eca782dc023e24a8948575ac27db8ba249b28cf0a101e3c4263aa9,16042859044780012804816840450444593720854461689005086575762527090810418991767,16399827552191481469151970984792450070205457988356233888658988992558054518537,Yes,No,8.012640000000001
will-the-bank-of-russia-increase-the-key-rate-after-the-april-meeting,Will the Bank of Russia increase the key rate after the April Meeting?,politics_macro,3,has description; uses 'official'; negRisk format,0.0015,0.002,0.001,0.001,77281,10720,65.6,3,,2026-04-24T00:00:00Z,1374116,0xfcd5f8607f103a97a2637d6937e41110fdb95867190220309f8da8902f60f5b2,88618651249162421795834115013415006319298983640409549756997469402341768845527,28088369778092330687857688121336488684164514893432385203267127806088461075424,Yes,No,7.5456199999999995
will-the-bank-of-brazil-decrease-the-selic-rate-after-april-2026-meeting,Will the Bank of Brazil decrease the Selic rate after April 2026 meeting?,politics_macro,3,has description; uses 'official'; negRisk format,0.952,0.954,0.95,0.004,75574,8265,161.6,3,,2026-04-28T00:00:00Z,1288110,0x1f351a6877d34ff9fc78dbd39b9461436cdd09d13fa52f3c89c252e686482ae0,32387070841488862771988399119619552884640811056631530063832512384049587666746,79957704124723697316625163451078245944505453348805070372007324387416290953246,Yes,No,7.51148
no-change-in-the-selic-rate-after-bank-of-brazils-april-2026-meeting,No change in the Selic rate after Bank of Brazil’s April 2026 meeting?,politics_macro,3,has description; uses 'official'; negRisk format,0.0465,0.052,0.041,0.011,70634,9574,161.6,3,,2026-04-28T00:00:00Z,1288109,0xa144a1162c2b8cb1291201809b0873a68cd8b9133e881aae249da8cbf8830920,35295019390542071027650224252005981132304957937153561665694287557691487694368,76784091621918015178295183890063337148104191094379838384596454521996111051095,Yes,No,7.41268
will-the-bank-of-russia-decrease-the-key-rate-after-the-april-meeting,Will the Bank of Russia decrease the key rate after the April Meeting?,politics_macro,3,has description; uses 'official'; negRisk format,0.959,0.966,0.952,0.014,62941,9916,65.6,3,,2026-04-24T00:00:00Z,1374114,0x1448b6fb6823233b69a6f1226bddb952542c794059f94b720b30ae36fe702c28,85596394896988908558111777094435117987557926142095531642537857557648402142217,109416215701874724572970591078185080594210402515846264276846700204296448607433,Yes,No,7.25882
will-the-bank-of-russia-make-no-change-to-the-key-rate-after-the-april-meeting,Will the Bank of Russia make no change to the key rate after the April Meeting?,politics_macro,3,has description; uses 'official'; negRisk format,0.0395,0.046,0.033,0.013,35970,12406,65.6,3,,2026-04-24T00:00:00Z,1374115,0xd8bf450eca48e2649bc0945b71e449f2c80cd893d56208f31fed7a8687afadad,109754799755308215690764253500224025776131327059842573288809906153913210631568,80394013452792259291051750330399790860725848810323708551437931406349144208041,Yes,No,6.7194
will-philip-funderburg-win-the-2026-ohio-governor-republican-primary-election,Will Philip Funderburg win the 2026 Ohio Governor Republican primary election?,politics_macro,3,has description; uses 'official'; negRisk format,0.0015,0.002,0.001,0.001,24715,23817,329.6,3,,2026-05-05T00:00:00Z,836182,0x7433cd21e4cffecc7dd39ffaa082c9af7af8b78b3366895cbaddcc639f78dea7,46535784882308417217460745833408401825750554929712447064492853745758539828115,21566705362801519538160310177701912319783387266064152488737268221509936991072,Yes,No,6.4943
will-the-peoples-bank-of-china-increase-rates-in-april,Will the People's Bank of China increase rates in April?,politics_macro,3,has description; uses 'official'; negRisk format,0.006,0.007,0.005,0.002,19790,8754,209.6,2,,2026-04-30T00:00:00Z,1795862,0xe566a096b545e9e1ac3f2c96e3fe5b03153ec4c1e0803cada1890d78fafd01f0,94577929932976392012137147426261086892074221473527314140434952288659793571261,49078075585524772940660927821030326779229771371621044108487207950455497047088,Yes,No,6.3958
will-four-or-more-people-dissent-the-april-fed-decision,Will four or more people dissent the April Fed decision?,politics_macro,3,has description; uses 'official'; negRisk format,0.004,0.005,0.003,0.002,19112,10029,185.6,2,,2026-04-29T00:00:00Z,1655332,0x0a56c2262bd104bca10387b9678fd154ce3111b5cc4de08f1feb728e911ce737,64060170405380113423871802640850581339168557000136873993749909543987818107906,35699518558143542033648728283773349845049401250390059214502436507902387034584,Yes,No,6.38224
will-the-reserve-bank-of-australia-increase-the-target-for-the-cash-rate-after-the-may-meeting,Will the Reserve Bank of Australia increase the target for the cash rate after the May Meeting?,politics_macro,3,has description; uses 'official'; negRisk format,0.68,0.7,0.66,0.04,17132,1665,329.6,1,,2026-05-05T00:00:00Z,1326428,0x2ed04f1752e07f0bc7eb940d869779080f51f989ff81e812a951401f525298a1,111807753213096256518709871027538472838125412768807075727254286733043220226062,110707929257357221236637867055430563830840159710810112323386655611440385013853,Yes,No,6.34264
will-jacob-chiara-win-the-2026-ohio-governor-democratic-primary-election,Will Jacob Chiara win the 2026 Ohio Governor Democratic primary election?,politics_macro,3,has description; uses 'official'; negRisk format,0.0095,0.01,0.009,0.001,13573,15434,329.6,1,,2026-05-05T00:00:00Z,826182,0x55c017b421567479a3c460ef48612867239c61aef035ff2069f2a667af758a59,107659784073209491709460226385482995633257333347304027886427863175558559751238,74617413727641580582280770551467702546261273870089364562355947852051130765794,Yes,No,6.27146
will-the-peoples-bank-of-china-not-change-rates-in-april,Will the People's Bank of China not change rates in April?,politics_macro,3,has description; uses 'official'; negRisk format,0.9895,0.99,0.989,0.001,12387,15522,209.6,2,,2026-04-30T00:00:00Z,1795863,0x3606a99e50c94b7aaf3d3ea3f5d9ef92f5a88c484ef966f83d66711aa62abed2,1749661849278351610510687584392575895531003787510565118070259836127297448316,55800411061901757414056839151799485485241933712180840035158067481576743758601,Yes,No,6.24774
will-the-senate-pass-the-save-america-act-hr-7296,Will the Senate pass the SAVE America Act (H.R. 7296)?,politics_macro,2,has description; uses 'official',0.0165,0.021,0.012,0.009,44152,55030,209.6,1,,2026-04-30T00:00:00Z,1577146,0xc942d7049a9487c1fe5481c41e7014855fb7df7e69af2d5a7ea18af2d4c2052c,2904827720939499162109413824004373252282824205641635679092215091010090023736,81885420534009294840392916083646239649666111793371742700087443805340317069604,Yes,No,4.88304
abbas-araghchi-out-as-minister-of-foreign-affairs-of-iran-by-april-30-2026,"Abbas Araghchi out as Minister of Foreign Affairs of Iran by April 30, 2026?",politics_macro,2,has description; uses 'official',0.0395,0.049,0.03,0.019,27473,12182,209.6,1,,2026-04-30T00:00:00Z,1721890,0x82114f9f05c4cffee7ea17db47367339620aa7b59d3e321f4613471c74ac860f,76345845714848762927338474479225565877842645986476644645857404580681700382176,89303457235590039235250126349529637424773807224965385377895808982746194548500,Yes,No,4.54946
congress-passes-iran-war-powers-resolution-by-april-30,Congress passes Iran war powers resolution by April 30?,politics_macro,2,has description; uses 'official',0.0275,0.028,0.027,0.001,17743,15209,209.6,1,,2026-04-30T00:00:00Z,1707527,0xcdb852f150cda6dec55b2267bb6780b4fe6d35198ab7331cbed654f800d29f20,28367192691636319562381145459342743546653390298441015597595509869973756208410,50074712687210089303766374635089034449730379967004826824509635573484071081560,Yes,No,4.35486
will-pam-bondi-be-held-in-contempt-of-congress-by-april-30,Will Pam Bondi be held in contempt of Congress by April 30?,politics_macro,2,has description; uses 'official',0.0325,0.035,0.03,0.005,15698,6071,209.6,1,,2026-04-30T00:00:00Z,1922227,0xbfc1a3326c705a1dd4abf7ade1f5093292231dd9bb0d8a791e6051af8883f21f,17055735789110415160663726435495172595325410966713429142063250515337375166279,22307528801259433841363837018749507650690332264774209912581605948853615416399,Yes,No,4.31396
steve-bannon-exonerated-by-april-30,Steve Bannon exonerated by April 30?,politics_macro,2,has description; uses 'official',0.125,0.13,0.12,0.01,15032,18138,209.6,1,,2026-04-30T00:00:00Z,1895127,0xa82c5593dd142f3781232ec912036e92274ae5cb8c540ce643778ac20f36b420,43765188670590854475607685963659509297114828172797658270559366928968897267859,98800034802582172781740650523624651431600042303881135375833671563984338113864,Yes,No,4.30064
mlb-tor-laa-2026-04-20,Toronto Blue Jays vs. Los Angeles Angels,sports,4,has resolution URL; has description; uses 'official',0.9995,1.0,0.999,0.001,778080,745333,163.2,1,https://www.mlb.com/,2026-04-28T01:38:00Z,1980469,0x1c4c0ceef8e1fc3d5456747ffcfeeec5aa8212261cdb39167f56f99114dfc5db,11349588675924787595543391898627552577068458140959820433550645169161024512740,26463504003200773479111218892803874365132752229737591857312895382975419218340,Toronto Blue Jays,Los Angeles Angels,13.0
ufc-jaf-luc10-2026-04-25,"UFC Fight Night: Jafel Filho vs. Lucas Rocha (Flyweight, Prelims)",sports,4,has resolution URL; has description; uses 'official',0.505,0.51,0.5,0.01,175856,87763,117.6,1,https://www.ufc.com/events,2026-04-26T03:59:59.999Z,1867224,0x585506f7dba8b7c35b5e397c5f9e94a8d9068ad80678818107633c6e2756c83c,93325080375325578845737681896388237210759151251054157949759811392063796512188,98306459254465837592126378315400180847552349619971555699552520208507122927471,Jafel Filho,Lucas Rocha,11.51712
ucl-psg1-bay1-2026-04-28-bay1,Will FC Bayern München win on 2026-04-28?,sports,5,has resolution URL; has description; uses 'official'; negRisk format,0.345,0.35,0.34,0.01,74002,681972,180.6,3,https://www.uefa.com/,2026-04-28T19:00:00Z,2000789,0xe615cb213bb989ec21df153f65e12d1ad9684dfb5864463a6acfab750830beeb,70443776978586166753037904611704382838530291548585914657027146388292373987088,63226464884689819537581943412129054500971928937312073473754558656962813428209,Yes,No,11.48004
ucl-psg1-bay1-2026-04-28-psg1,Will Paris Saint-Germain FC win on 2026-04-28?,sports,5,has resolution URL; has description; uses 'official'; negRisk format,0.425,0.43,0.42,0.01,28314,625932,180.6,3,https://www.uefa.com/,2026-04-28T19:00:00Z,2000787,0x0ca314b56e859f745ef043eb3bdea8cef9005b0c78dabbbccd0feaffa1e758f8,56298843173176165286659806487260545841523516277139567496842895494478628197975,14510536760629865520632148598972156588664986183855035091641812722969902580648,Yes,No,10.56628
ucl-psg1-bay1-2026-04-28-draw,Will Paris Saint-Germain FC vs. FC Bayern München end in a draw?,sports,5,has resolution URL; has description; uses 'official'; negRisk format,0.245,0.25,0.24,0.01,26685,603153,180.6,3,https://www.uefa.com/,2026-04-28T19:00:00Z,2000788,0xad91a1ae0dd67bfc9e0313e42afe1d0321b25ec55ffa6555f611e17f2aa60bc0,36371571444134481166552404550536429128696778658073601221281708002065942583810,75478518930645113753780340794780258229429911822516871936747985696755390423636,Yes,No,10.5337
atp-dougaz-jubb-2026-04-21,Abidjan: Aziz Dougaz vs Paul Jubb,sports,4,has resolution URL; has description; uses 'official',0.45,0.469,0.431,0.038,122817,5292,171.6,1,https://www.atptour.com/en/scores/current,2026-04-28T10:00:00Z,2019098,0x6ee0227011592f18cd416db2aae3a885f640e8748971045c5b799bdd645d271d,78126294657830465292705551484003911761609647124966498551768598664242427566240,100244156588621719717625544879240232115218037062024940446452806918891585635672,Aziz Dougaz,Paul Jubb,10.45634
epl-wol-tot-2026-04-25-tot,Will Tottenham Hotspur FC win on 2026-04-25?,sports,5,has resolution URL; has description; uses 'official'; negRisk format,0.565,0.57,0.56,0.01,22148,571325,103.6,1,https://www.premierleague.com/,2026-04-25T14:00:00Z,1953335,0x2ac4b4c0c83f0d0d596ae640dd3da9a351b69c4a2e8c545b601bc5033d754845,54125107892545123841204333440511821829064165907868033990466794896038356063851,24423055742415196852733934437359757754490352186733902267399191445710476745453,Yes,No,10.44296
